北京汉丽轩自助烤肉火锅超市(香港城店),0391-3127177,解放区解放中路香港城四楼
别样花坊店,400-827-4588,襄城县曙光路66号
花季时光(海军鲜花),18995566224,长葛市八七路649
安华居花店,400-827-4588,襄城县中心路20号
花季时光(花儿时代),18995566224,禹州市禹州市滨河大道69号
梅林花艺,400-827-4588,鄢陵县梅里路10号
馨园花艺,400-827-4588,长葛市东明路85号
百花香花坊,400-827-4588,禹州市兴业路36号
勿忘我花店,400-827-4588,襄城县虹桥路74号
花季时光(万卉源),18995566224,魏都区南关大街765号（桃园大酒店南20米）
花为美鲜花(柒月花房),16638568109,魏都区东区沿线半截河街道办1号
金福苑花艺,400-827-4588,禹州市大同路94号
梅子花店,400-827-4588,鄢陵县合欢路87号
缘梦鲜花(自在鲜花坊),400-806-9016,魏都区魏文路38号
缘梦鲜花(小花匠鲜花店),400-806-9016,魏都区华佗路30号
百家鲜花(映山红),400-608-0763,魏都区华佗路30号
缘梦鲜花(朵姿鲜花店),400-806-9016,魏都区八龙路666号
靓靓花卉店,400-601-2271,魏都区清虚街55号
青青鲜花店(格子艺鲜花店),15971480478,长葛市张辽路33号
初心鲜花(建安店),15670072015,建安区建安区许由西路583号
初心鲜花(鄢陵店),15670072015,鄢陵县安陵镇开源路16号
世辰鲜花(魏都店),18823465590,魏都区解放路188号
世辰鲜花(许昌店),18823465590,魏都区南关大街756号
花缘鲜花(851店),400-036-5698,魏都区三八路中段14号（思古台对面）
玉婷鲜花(花心情花店),400-090-9131,魏都区药城路1号
玉婷鲜花(鹿过花开),400-090-9131,魏都区梅里路38号
玉婷鲜花(幸福花站),400-090-9131,魏都区人民南路163号
玉婷鲜花(尤加鲜花坊),400-090-9131,魏都区人民路9号
玉婷鲜花(乐仔花艺坊),400-090-9131,魏都区西大街22号
大好视光眼镜店,13839035866,长葛市颖川大道
欣淼欣鲜花(绿艺园鲜花店),400-090-9131,魏都区南大街34号
欣淼欣鲜花(花艺坊花艺),400-090-9131,襄城县中心路2号
缘梦鲜花(圣鸟花艺),400-806-9016,魏都区七一路299号
花千金鲜花(禹州店),13622382606,禹州市滨河大道85号
优品鲜花(花先生店),400-968-9906,魏都区八一路88号
玫瑰派鲜花速递(人民路西段店),400-869-6958,魏都区人民路西段
花开心鲜花店(爱永恒鲜花),400-090-9920,长葛市人民南路279号
爱之裳鲜花(建安区店),400-969-1299,魏都区许由路与文峰路交叉口南100米
爱之裳鲜花(鄢陵县店),400-969-1299,鄢陵县西大街鼓楼广场
爱之裳鲜花(长葛市店),400-969-1299,长葛市一峰城市广场?水路与长社路交叉口向南50米路东
爱之裳鲜花(襄城县店),400-969-1299,襄城县市政广场曙光路商姆仕前名店街内
爱之裳鲜花(魏都区店),400-969-1299,魏都区颖昌路大商新玛特
鼎卉鲜花(有我有美鲜花店),13837476216,魏都区毓秀路3号
花惜缘花坊(许昌店),19925446491,魏都区人民路13号
花惜缘花坊(禹州店),19925446491,禹州市药城路36号
钟意鲜花(影雅花),400-806-9016,魏都区玉皇阁路3号
钟意鲜花(永恒花??),400-806-9016,魏都区建安大道177
钟意鲜花(悦尔花),400-806-9016,魏都区车站路2号
玫瑰花语(兰亭花艺),13839028569,魏都区三八路中段
慕之花慕鲜花店(168花艺花店),400-090-9131,襄城县城关镇附近
慕之花慕鲜花店(朵朵鲜花店),400-090-9131,襄城县襄城区铁佛寺路24号
慕之花慕鲜花店(心心婚庆鲜花店),400-090-9131,建安区建安区镜湖花园西门130号
慕之花慕鲜花店(良友鲜花店),400-090-9131,魏都区文峰路2500号
慕之花慕鲜花店(玫瑰坊鲜花店),400-090-9131,建安区建安区育新路西73号
慕之花慕鲜花店(金枝玉叶花店),400-090-9131,魏都区西关大街东段路北94号
钟意鲜花(田心四季花),400-806-9016,长葛市长社路东段550号
梦之语鲜花(许昌店),18993128756,魏都区莲城大道1750
梦之语鲜花,18993128756,魏都区榆柳街20号
静花缘花坊(黄美花店),400-853-2221/15707053375,魏都区建设路124号
静花缘花坊(有间花店),400-853-2221/15707053375,魏都区华佗路367号
芙洛拉鲜花店,400-002-8696,鄢陵县人民路2225号
花田鲜花(嘉华鲜花店),400-006-8113,魏都区许都路与三里桥街交叉口
花送鲜花(花儿朵朵),400-772-5058,魏都区五一路6号
红旗眼镜店,13937428124,长葛市保盛生活广场一楼东门
香格格鲜花馆(许昌),400-838-6001/13811033149,魏都区毓秀路中段路西（中医院门面）
花庭哩,18737400222,长葛市魏武路南段西侧
体校恒温游泳馆,0374-2772772,魏都区华佗路与湖滨路交叉口市体校院内
威佳游泳健身会所,0374-6059572,禹州市禹王大道西段五高向西300米路北（威佳汽车城内）
维斯台球俱乐部,15716515525,鄢陵县文明路北段防疫站南50米路西
健英桌球会所,15936332227,禹州市纺织品街中段斐鹤网咖2楼
光猪圈健身(莲韵雅苑店),15037425678/15893739129,魏都区莲城大道与毓秀路交叉口滨河名郡院内物业办公楼三楼东
力王游泳健身(新玛特店),0374-8567177,魏都区南关大街大商新玛特负一楼
学林雅苑游泳馆,0374-6036707/13937492821,禹州市行政南路与朱寨路交叉口向东50米学林雅苑小区内（御湖湾北门）
奥丁台球俱乐部,18937420007,禹州市山林南街93号（御新市场东门院内）
A8桌球会所,18939109100/13462125564,长葛市铁东路北段长兴农贸市场院内（星光唱吧院内）
许昌金贵马场,18237411100,建安区灵井镇东遵村
黄金时代游泳健身会所(恒大绿洲店),15333998885/13673810675,魏都区天宝路与学院路交口向北200路东恒大绿洲小区内（南海街鹿鸣宴大酒店）
领跑健身工作室,0374-6199958,长葛市建设北路460号
天翼轮滑,15237463218/18637418284,魏都区七一路1900号烟城书店三楼
Next Break健身工作室,15939999117,魏都区智慧大道360广场1号楼21楼2106
性感魔鬼健身工作室,13069509361/15649842927,魏都区建安大道与八龙路交叉口未来东岸华城15栋4楼
星空台球会所,18939120306,鄢陵县鼓楼广场5楼
FIVEFIT健身工作室,0374-3350009,魏都区魏武大道中段与青芳街交叉口向西200米六和花园8号楼二楼
星起点台球俱乐部,15837458887,禹州市御新市场山林街店
至尊台球俱乐部,0374-2788098,魏都区许都路与智慧大道东50米路南三楼（博物馆对面）
胜武搏击健身俱乐部,0374-2771515,魏都区建安大道与魏文路交叉口东北角建业帕拉帝奥
bodybuilding健身工作室,18337469090/13253704666,魏都区前进路东方明珠棕榈豪廷4号楼4楼东户
御湖湾,0374-7032111/7032777,禹州市华夏大道18号
康佰嘉健身(毓秀店),0374-7333879,魏都区毓秀路望田路口蓝海岸2楼
迪斯桌球俱乐部,18697393352,鄢陵县新兴路新元和谐小区南侧
康佰嘉健身(七一店),0374-2567777,魏都区七一路中段移动通讯城三楼（近时代广场）
康佰嘉健身(许继店),0374-2990088,魏都区许继大道与五一路交叉口西200米中国银行2楼
康佰嘉健身(许都店),0374-2568888,魏都区许都大剧院西门2楼
S健身舞蹈瑜伽,18539425222,魏都区文峰中路八一路转盘（光大银行旁）
锦江之星(许昌曹魏古城店),0374-2661199,魏都区湖滨路19号（曹魏古城西，胖东来服饰鞋业大楼斜对面）
军转大酒店,0374-2261199,魏都区解放路与许继大道交叉口东100米路南（临近胖东来商场，春秋广场）
道得居快捷酒店,0374-7781111,鄢陵县开发区花都大道198号（汽车西站斜对面）
花都温泉,0374-7999999/7677999,鄢陵县陈化店镇311国道路北花都温泉小镇
晨曦酒店(曹魏古城店),0374-2169888,魏都区颖昌大道与七一路交汇处东南角
佰腾商务酒店,0374-7751777,鄢陵县311国道柏梁花木交易市场东临路北
金雨玫瑰香草温泉,0374-7718888,鄢陵县花溪大道南段700米
五彩大地观光休闲旅游区,0374-7966666/7966007,鄢陵县花溪大道与花海大道交叉口北200米
花溪温泉,0374-7799999/7799002/7799001,鄢陵县陈化店镇花溪大道中段
唐韵樱花园,0374-2700997,鄢陵县花溪大道北段与鑫源大道交叉口西北角（靠近花溪温泉酒店）
花都温泉度假酒店,0374-7675888/7999999/7679799,鄢陵县陈化店镇311国道花都温泉度假区内
金雨玫瑰庄园酒店,0374-7759999,鄢陵县花溪大道南段与311国道交口向北700米路西
大鸿寨景区,0374-8811116,禹州市鸠山镇后地村
曹丞相府,0374-2785588,魏都区府前街
春秋楼,0374-2188284,魏都区文庙前街中段
冰雪世纪欢乐谷,0374-8098001,建安区许昌南高速路口北1.5公里石油西侧路南
许昌花溪中州国际大酒店,0374-7799999/7799100,鄢陵县陈化店镇花溪大道中段花溪休闲养生度假区（近311国道）
花溪温泉酒店,0374-7799002,鄢陵县陈化店镇311国道与花溪大道交汇处向北3公里
云锦温泉,0374-2736666,建安区五女店镇镇政府西200米路南
许昌云锦温泉酒店,0374-2736666,建安区311国道五女店镇政府向西200米路南
鄢陵花博园,0374-6099188/13733821168,鄢陵县花都庄园西侧500米
灞陵桥景区,0374-3369673/3317318,魏都区许继大道西段7号
瑞贝卡欢乐园,0374-5181111,建安区新兴东路秋湖湿地公园
龙泉山庄,0374-8819918/18737410519,禹州市鸠山镇大鸿寨景区内
花都科技馆,0374-6055111/13243345333,鄢陵县陈化店镇311国道北花都温泉度假区
花都温泉酒店,0374-7999999,鄢陵县陈化店镇花都大道花都温泉度假小镇（近许昌高速公路）
毛主席纪念馆,0374-3552146,长葛市视察路红色经典主题餐厅旁
花都温泉酒店,0374-82209578,鄢陵县开发区花都大道229号（鄢陵汽车西站南200米）
花都温泉兰溪谷别墅,0374-7675888,鄢陵县陈化店镇311国道花都温泉度假区内
水上公交,0374-3391669,魏都区南顺河街春秋东码头
花都温泉,0374-7999999/7677999,鄢陵县陈化店镇311国道路北花都温泉小镇
多美水育,0374-8300111,魏都区天瑞街金阁丽苑小区第10幢1-2层西起9号商铺
启慧儿童文化主题公园,13782340686,长葛市长社路西段赵庄桥向西200米路北
芒咔蹦床运动公园,0374-8588616,魏都区八一西路与劳动路交叉口向东50米路北金牛文化创意园内B11
爱儿乐婴童spa水育乐园,0374-6033301/13080172727,魏都区许都路博物馆对面永丰国际北门德庄向东10米
优品母婴生活馆,0374-3178780/18237445858,魏都区许昌魏都区莲城大道与塔东路交叉口向南20米路东（文峰广场东侧）
爱贝儿儿童摄影,15290923679,襄城县中心路一峰城市广场一楼西大门囗路北（潮街北头）
金丝带家政母婴生活馆,18567358958,魏都区许莲城大道与塔东路交叉口向南20米路东
源贝佳母婴护理中心,13271210928,魏都区东泰街恒达?NAPA溪地南门东50米
宝贝贵族儿童摄影,0374-2662121/13733605611,魏都区智慧大道与孔场街交叉口东20米亨源通世纪广场1号写字楼1602室
金色摇篮精致儿童摄影,0374-2787779/13782399119,魏都区春秋广场察院西街红双喜家具城对面巷子路北（春秋广场 天伦大厦）
童星宝贝专业儿童理发(八七路店),0374-8505799/13782332167,长葛市八七路东段小天鹅火锅东临（八七路歌天钱柜）
萌娃儿童摄影,0374-2113007/13271181022,魏都区毓秀路与怡心街交叉口南
妈妈咪呀儿童摄影会所,13623746699,魏都区新兴路与六一路红绿灯路口向西50米路北（小叮当牙科隔壁）
了的宝贝游泳馆,0374-6188878,长葛市八七路与溢水路交叉口向西10米路东
海豚湾婴童游泳馆,15993614324/15188530819,魏都区新兴路与六一路交叉口东50米路南
小延家草莓园,17719910795,禹州市禹王大道转盘东一公里处（后马庄旁）
抱抱熊儿童影像艺术馆,0374-2033566,魏都区莲城大道与智慧大道交叉口向西150米万里大厦8楼（新田360广场，亨源通世纪广场，半截河桥）
艾菲儿产后恢复中心,0374-8822788,禹州市轩辕大道与颖北大道交叉口长松大药房向北20米（第一人民医院南门南行150米路西）
贝儿家族母婴连锁(旗舰店),0374-2612002,魏都区建安大道与赵湾路交叉口向南150米路西
马博士婴幼儿游泳水训馆,0374-2621117/18103999553,魏都区孔场街亨源通世纪广场一号楼亨源通超市隔壁早教中心入口处上三楼
贝儿家族母婴连锁(光明路店),0374-4366881,魏都区光明路中段市妇幼保健院东邻
悦宝园早教中心,18317432932,魏都区亨源通世纪广场一号楼三楼
花都科技馆,0374-6055111/13243345333,鄢陵县陈化店镇311国道北花都温泉度假区
御众堂孕产养护中心,0374-5686667/13069532688,魏都区青芳街
绿晨草莓园,15038914157/13938908318,禹州市阳翟大道与颖顺路交叉口红绿灯西北角25米
多味草莓采摘园,18236820878,长葛市八七路西段锦绣江南小区西邻路北
金宝贝早教中心(360亨源通店),0374-2799200,魏都区孔场街与赵湾路交汇处亨源通世纪广场1号楼2F（靠近超市入口处）
艾米妈妈母婴一体店,0374-2657775/15090290098,魏都区南海街许继?天宝盛世花园北侧底商（鹿鸣湖畔小区正对面）
奶油草莓采摘园,18768805358,魏都区天宝西路与西外环交叉口向西600米路南
熊猫BABY母婴生活馆,15637498388/18839978550,魏都区魏武大道中段
老何多味草莓采摘园,13639669020,建安区天宝路西段永登高速向东500米路北
小俏皮宠物医院,15994087657/15537474657,魏都区南海街鹿鸣湖畔小区南门向西100米路北
贵族宠物,18039905001/13303998009,魏都区解放路西关桥头
康桥宠物医院,13803746660,魏都区魏文路东泰街恒达NAPA溪地南门
宠宝小屋,17839130982,魏都区天宝路与学院路交汇处恒大绿洲小区院内17号楼116商铺（爱来客超市旁）
多多宠物,18237417125/15937431810,鄢陵县花城春天商业街17号
爱宠有家宠物会所,0374-8361616/13782333227,禹州市府东路北段彩虹桥南20米路西
美宝宠物诊所,13333995179,魏都区东顺河街407号（建安大道与东顺河街交叉路口向南100米距建安大道100米）
萌宠屋高端宠物SPA,18903991863,鄢陵县人民路与梅里路交叉口向北50米路东（花都时尚网咖旁）
汪星人宠物会所,18039335095,魏都区许昌魏都区古槐街
豫宠连城宠物医院,13080155120,魏都区景鸿东湖翡翠东门南2商铺（东门南20米）
博禹伴侣宠物医院,18237480013,禹州市药城路与画圣路交叉口向北50米路东
慢猪的窝,18838461688/18637458330,鄢陵县北大街鼓楼广场步行街三号街
济诚宠物诊所,15703748206,魏都区许昌魏都区新兴东路
金骏专业汽车美容中心,0374-6072118/18039908090,禹州市药城路与阳翟大道交叉口南行一百米路东（原金坡转盘南100米路东）
车享家汽车养护中心(许昌魏文路店),0374-8310118,魏都区赵湾路与安和街交叉口东南角（博物馆东临）
通达汽车装饰,13733737317,禹州市远航路中段发发超市向西500米（锦阳宾馆后门路北）
鑫欧凯汽车服务,0374-8368388,禹州市禹王大道与药城路交叉口西南角，永辉超市对面
大拇指一站式汽车服务有限公司,0374-8368000/13837430136,禹州市阳翟大道南国花园宾馆西100米（天池商务会所附近）
车享家汽车养护中心(文兴路店),0374-7055055,建安区瑞贝卡大道以南文兴路以东房屋一层五间（文峰路）
