店铺名称,联系电话,详细地址
爱之裳鲜花(美阳路店),400-969-1299,榕城区美阳路与卢前路交口北行50米路西
沪花拾者(花?伴 花艺生活馆),0663-2231678/13376510666,普宁市流沙北街道德政园西小区3栋西起第5-6间
哒伶鲜花工作室(花鱼艺园),13828192482,揭东区磐东街道桥头路乔南村（乔华园）
逸香花店,13414839199/13246915800,普宁市南平里59栋（白沙陇大门对面直入第五栋）
奥马眼镜(步行街连锁店),0663-8628626,榕城区区进贤门商业步行街110-111号
逸香花店,13414839199,普宁市南平里59栋（白沙陇大门对面直入第5栋）
静花缘(love鲜花店),400-827-4688,普宁市北沙陇路97号
花宝鲜花,15927147886,揭东区仙美村埔东围西二巷二四号
爱之裳鲜花(临江北路店),400-969-1299,榕城区仁义路与临江北路交口西行200米路北
德伦眼镜,15915656508,普宁市流沙大道东埔村和安居斜对面（华莱士隔壁）
缘梦鲜花(小樊花花艺),400-806-9016,榕城区莲花市场K区五幢67
花恋花店(玲珑花艺),15913836410,榕城区马牙东路224号
华田村鲜花(兰松鲜花坊),400-090-9131,榕城区黄岐山大道华容广场A区
爱尚花艺(普宁店),18170436351,普宁市赤华北路龙苑27幢铺面中国移动对面
千百渡鲜花速递(如意花店),18510992601,榕城区仁义路9号
爱尚花艺(临江北路店),18170436351,榕城区临江北路39号
钟意鲜花(添美花店),400-806-9016,榕城区揭池路357号
揭西视尚眼镜,0663-5518196,揭西县河婆河江大道260号（纪达中学大庙路口对面）
香满园鲜花连锁店(茹杜花店),400-870-5670,榕城区美阳路市实验中学对面
左花1288店,13592936129,揭东区曲溪镇城西西三路
庆饶缘花艺-逸景花木,400-969-1117,榕城区大南山侨区车站旁
珍心鲜花(花里花店),400-608-0763/400-668-5831,榕城区进贤商业步行街A幢首层112号
花倾城花艺,15927147886,榕城区淡浦路南玉浦新区M1幢北起12号
珍心鲜花(鲜花婚庆),400-608-0763/400-668-5831,榕城区东郊村大桥头围153号
花艺以花传媒,400-090-9920,揭西县河西居委霖田新苑b7栋
良木花艺,13413967621,榕城区东兴街道马牙东路78号良木花艺
非凡鲜花蛋糕连锁(揭阳市2店),13757355286,榕城区晓翠路与环市北路十字路口
小鹿花铺,400-093-5388,普宁市南平路中段56号
紫涵鲜花(捷客玫瑰鲜花店),13092761038,榕城区黄岐山大道110号
珍贵鲜花(花哥花弟),13713577154,揭东区龙港路（揭东技工学校隔壁）
爱尚花艺(榕城店),18170436351,榕城区马牙东路66号
静花缘(善美花艺),400-827-4588,惠来县环城东路34号
花开心鲜花店(A世纪鲜花连锁),400-090-9920,惠来县南门大街大参林
等你鲜花(花木兰花行),400-004-0493,榕城区进贤门大道77号
温馨花艺(雅馨花艺),400-801-6539,榕城区天福路129号
等你鲜花(花姑娘花坊),400-004-0493,榕城区8号银珠大厦1层
百家鲜花(万紫千红鲜花店),400-608-0763,榕城区新河村宫后围215号
花生花艺店,13521999488,榕城区进安街286号
爱尚花艺(金新路店),18170436351,揭东区海乐购物商场港美店南（金新路东）
原棵花艺馆(琼英花店),13477060719/13597643270,普宁市玉湖路103号
世辰鲜花(榕城店),18823465590,榕城区金叶花园72号
浪漫花语鲜花店(峡山店),13670576828,榕城区环市东路峡山街道山镇洋林村326号
静花缘花坊,400-853-2221/15707053375,榕城区建阳路新鸿家?行附近
静花缘花坊(戴丽华花店),400-853-2221/15707053375,普宁市新光路786号
近藤花艺(屋湖花店),400-857-7720,榕城区天福路南路新区2座135号
百合之恋,400-827-7726/15779914772,榕城区新阳路２座139号
香浓花情(沁儿花店),400-897-8769/18770396256,榕城区乔林路89号
香浓花情(华宏花店),4008978769/18770396256,榕城区美阳路235号
香浓花情(赴美花店),400-897-8769/18770396256,榕城区榕步行街239号
近藤花艺(百草争芳),400-827-7726/15779914772,榕城区新阳路2座139号
花花世界,15932928958,榕城区天福路南路新区2座135号
吾爱鲜花(敏敏花艺店),400-857-7720,榕城区天福路239号
吾爱鲜花(礼品花屋店),4008577720,榕城区美阳路235号
吾爱鲜花(蒽蒽花店),4008577720,揭东区乔林路89号
阳光花卉(花上有景),4008274788,榕城区新阳路9座620号
近藤花艺(子沁花店),400-827-7726,普宁市赵华路590号
香浓花情(百草争芳),400-897-8769,榕城区新阳路2座139号
近藤花艺(南充花店),4008277726,榕城区东山区三号路
花样年华(蒽蒽花店),400-897-8769,榕城区乔林路89号
两生花花坊(你的花店),400-827-7726,榕城区天福路南路新区2座435号
阳光花卉(花知语),400-827-4788,普宁市赵华路675号
阳光花卉(杜尚花房),400-827-4788,榕城区东湖路635号
两生花花坊(醉花阴花店),400-827-7726,榕城区新阳路2座439号
花样年华(美瑶花店),400-897-8769,榕城区进贤步行街239号
阳光花卉(好来缘),400-827-4788,榕城区天福路南路新区9座628号
香浓花情(戴丽华花店),400-897-8769,普宁市流沙培英园北区赵华路
花样年华(礼品花屋店),400-897-8769,榕城区美阳路235号
阳光花卉(薇薇安花语),400-827-4788,揭东区金新路41号
温心花坊(情歌花店),15971519471,榕城区天福路南路新区164号
爱花阁花店,15018292077,揭东区埔田镇湖下路段埔田中学旁（位盛音乐餐厅斜对面，美兴自选隔壁）
乐凡眼镜,0663-2272888,普宁市流沙新河东路2号（即流沙电影院隔壁）
乐凡眼镜(六店),0663-2272888,普宁市流沙大道东91号
花恋花坊(名花有主),400-608-0763,榕城区仙桥篮兜红光仙马街487号
鸿鑫花店,400-827-4588,榕城区三号路229号
城茗花店,400-668-5831/15102765276,榕城区曲溪港美南二路八号
花之意(圆爱鲜花店),400-687-1160/18571080778,普宁市流沙大道新光路36号
花之意(云高花店),400-687-1160/18571080778,榕城区新兴东路58号
花田鲜花店,400-608-8759,榕城区东兴马牙东路66号
如意花坊,400-608-0763,榕城区榕东街东乡工业区51号之349
森花花圃,400-608-0763,榕城区榕东西陈社区湖心路北侧
莎莎鲜花,400-608-0763,榕城区榕华进安街港?新区东九巷15号
千日红鲜花,400-608-0763,榕城区进贤商业步行街A幢首层119号
七色花店,400-608-0763,揭东区榕江新城步行街A幢
茜茜鲜花店,400-608-0763,榕城区永革北马路中山花园商住楼第二幢106号
春兴鲜花店,15986900277,榕城区天福路北侧B乙幢116号
致爱花坊(茜茜鲜花店),400-013-0802,榕城区埔上村东一路西巷2-10号
珍心鲜花(花开富贵),400-608-0763/400-668-5831,榕城区城西榕江新城步行街B幢59-62号店铺
珍心鲜花(花里花海店),400-608-0763/400-668-5831,榕城区北门市场东场新编1号
唯美花坊,15272035830,榕城区进贤商业步行街B幢107、109号
爱上美鲜花婚庆,400-827-4688/15707053375,榕城区同心路89号
都市演艺鲜花,15927147886,榕城区马牙路西侧文教楼202号房
红双禧鲜花,15927147886,榕城区东升街道龙石社区商业街三层011号
花朵婚庆,15927147886,榕城区锡场镇开发区第九横二号?
好运来花坊,15927147886,榕城区临江南路江南新城二期IB-03号铺
好运来鲜花婚庆,15927147886,揭东区揭东经济开发区5号路与8号路交界处
花不语鲜花,15927147886,揭东区曲溪街道缶灶社区工业园街东四十六号?
花点心思,15927147886,榕城区临江南路江南新城三期B区郦水轩30号铺
红峰鲜花婚庆,15927147886,榕城区仁义路以东建阳路以北世茂大厦508-514号
珍心鲜花(鲜花花艺店),400-608-0763/400-668-5831,榕城区义和路南9巷9座7号
爱花居,400-827-4588,榕城区晓翠路190号
爱相约(鲜花店),13657147763,榕城区新阳路23号
珍心鲜花(鲜花礼品屋),400-608-0763/400-668-5831,榕城区榕华大道中44号a栋
珍心鲜花(小凡鲜花),400-608-0763/400-668-5831,榕城区商业城6巷1号
珍心鲜花(相约花坊),400-608-0763/400-668-5831,榕城区埔上东湖路西24-25
怡婷鲜花(斗明南花卉市场),17771081236,榕城区紫陌山风景区内106号
怡婷鲜花(天长地久水族花店),17771081236,榕城区德发大路30号
怡婷鲜花(花枝绽放),17771081236,榕城区望江北路与进贤大道交汇处
圆爱鲜花(玫瑰园鲜花店),400-050-8978,榕城区梅云街道47号
圆爱鲜花(六六大顺鲜花),400-050-8978,榕城区三号路新不夜城西侧50米
圆爱鲜花(花袭人鲜花店),400-050-8978,榕城区天福路南路新区1座15号
久久鲜花(花艺侬花店),400-687-1160/15107140027,揭东区东阳营前新区西围122号
久久鲜花(心意花店),400-687-1160/15107140027,普宁市工业区10号首层
花恋花店(月月鲜花),15913836410,揭东区金溪大道北286号
花恋花店(吉利花店),15913836410,揭东区城西三路56号
花恋花店(西瓜花店),15913836410,榕城区马牙东路168号
花恋花店(弗罗娜鲜花婚庆),15913836410,榕城区东兴马牙东路326号
花恋花店(恒宇鲜花),15913836410,榕城区榕华大道263号
花恋花店(今生有约鲜花店),15913836410,榕城区东兴街道70号
花恋花店(永鲜鲜花),15913836410,榕城区临江北路99号
裟娜鲜花(新河东路店),13731125992,普宁市新河东路与南华路交口东北处
圆爱鲜花(一品花艺),400-050-8978,榕城区榕华街道进安街111号
小怪兽鲜花(揭阳店),17721818285,榕城区天福路南路新区2座135号
圆爱鲜花(佳期花艺),400-050-8978,榕城区站前大道第66号
圆爱鲜花(皇家花卉),400-050-8978,普宁市流沙镇新光路41号
栀子花坊(鲜花绿植),400-001-2500,榕城区东升新河建阳路南一区三栋107、108号
栀子花坊(文竹鲜花店),400-001-2500,榕城区东兴街埔上社区寨后围七巷162号
大自然花艺(小小花艺),18674070332,榕城区天福路南5巷一座底层
栀子花坊(温馨鲜花店),400-001-2500,揭东区城西金溪大道中段316号
栀子花坊(小敏花店),400-001-2500,榕城区同心路中段西侧商住楼C2栋底层140号
大自然花艺(红玫瑰鲜花),18674070332,榕城区新兴东路53号雅园市场内第10号铺
栀子花坊(甜蜜蜜鲜花水果),400-001-2500,榕城区马牙东路110号铺
大自然花艺(花枝俏鲜花),18674070332,榕城区新亨镇英花村206国道南11号?
众里寻花,13260588802,榕城区进贤商业步行街B幢107、109号
栀子花坊(文娟鲜花批发),400-001-2500,榕城区晓翠路以西临江北路以北华诚花园南区东向105B（一期）
百禾鲜花,400-013-0802,榕城区仁义路以东新阳路以北银苑住宅楼第4号铺面?
花之韵,400-013-0802/18971783628,榕城区进安街东侧进安苑一幢106、206号
百卉鲜花,400-013-0802,榕城区马牙路以东临江北路以南金润帝豪湾A169号?
馨宇鲜花店,15868479530,榕城区榕华大道三路50/3号
陌巷花,400-013-0802/18971783628,榕城区仁义路以西新阳路以北金都花园2号铺
花萝莉鲜花(揭阳店),13922831992,榕城区三号路阳光花园商铺区域
忆花谷花店,400-601-2271/15871211050,榕城区同德路158号
花之语鲜花店,15868479530,榕城区店马路45号
爱尚花坊,400-668-5831,榕城区天福路149号
爱相约(芊寻花坊),13657147763,榕城区东兴马牙东路123号
爱诺花艺,400-668-5831,榕城区进安街286号?
爱相约(黑骑士花艺),13657147763,揭东区金溪大道中段25号
爱上花,400-668-5831,榕城区进贤门市场主座二楼255号?
爱慕花坊(闻来香),18327804399,榕城区进贤商业步行街B幢
初见花艺馆,13128392300,普宁市培英园中区2栋首层（普宁妇女儿童活动中心对面）
名扬鲜花(初见花坊),400-002-8696,榕城区仁义路西区-3幢-2
静娴花坊店,400-601-2271/15871211050,榕城区西西一街89号
姜睿鲜花(情侣鲜花店),15868479530,榕城区中山路138号
唯爱鲜花(随缘花店婚庆),400-608-0763/15102165276,榕城区榕华大道中段榕华楼107号
花涧里鲜花店,400-765-7273,榕城区天福路南路88号
爱相约(?鑫花店),13657147763,榕城区建阳路568号
花世界鲜花店,18627105420,榕城区天福路149号
花谷朵,400-090-9920,普宁市明华园116号
花朵鲜花,400-765-7273,榕城区北环路22号
满天星鲜花庆典,400-090-9920,榕城区炮台镇石牌村
心语花坊,400-765-7273,榕城区天福路201号
芊美花艺?,400-002-8696,揭东区西关路351-352号
缘源圆花店,400-668-5831/15102765276,榕城区榕城中山路50号
芊美花艺,400-002-8696,榕城区流沙大道西25号
心语花坊,400-033-9596,榕城区店马路23号
糖果花艺,400-080-8861,榕城区新阳路北350米
喜相缘花店(花花有缘花店),15914823022,榕城区东兴马牙东路234号
喜相缘花店(心桥花艺),15914823022,榕城区榕湖路238号
海悦花坊,400-002-8696,普宁市南平路80号
喜相缘花店(思露花雨),15914823022,揭东区城西金溪大道中段12号
不只是花鲜花店,18872757696,榕城区望江北路10号
好丰阁花店,400-002-8696,榕城区榕华大道55号
罗曼花店,15871211050,榕城区韩祠路许厝1号
莲莲花店,15871211050,榕城区店马路18号
花田鲜花(百花天地),400-006-8113,榕城区东风体育广场南边
花田鲜花(百花源鲜花店),400-006-8113,榕城区东兴街道淡浦路实验学校
花田鲜花(初见花艺),400-006-8113,揭东区梅园新?38号铺面
花田鲜花(宝塔山花店),400-006-8113,榕城区人行宿舍区b幢
花田鲜花(彬彬花卉用品商店),400-006-8113,榕城区黄岐山大道万业广场5层501号
花田鲜花(春申花艺),400-006-8113,揭东区阳美路29号
缘梦花坊(三耳花艺),13260588802,揭东区埔田镇湖下村公路边43号
花田鲜花(大红灯笼花店),400-006-8113,榕城区美阳路南区2425号
天天鲜花,400-668-5831,榕城区店马路3号
花田鲜花(爱之语鲜花),400-006-8113,榕城区金凤路北段
缘梦花坊(悠然花谷),13260588802,榕城区同德路6巷1号
花田鲜花(爱心花店),400-006-8113,榕城区东门直街118号
花田鲜花(春满园鲜花店),400-006-8113,揭东区磐东街道磐东路乔林中学
花田鲜花(奔龙花店),400-006-8113,榕城区晓翠路东六区二栋
花田鲜花(报喜鸟婚庆鲜花店),400-006-8113,榕城区榕湖路东2巷2号
缘梦花坊(永林花木),13260588802,榕城区空港经济区?台镇涵华路56号
