店铺名称,联系电话,详细地址
枫叶美发,15830138095/18032795915,新华区联盟路柏林北区石岗二校对面（中华大街与联盟路口东行350米）
娇诗尼亚减肥瘦身塑形经络排毒(万达广场店),17332971965,裕华区建华南大街与槐岭路交口万达C区1栋3号楼2203
御珍堂养生减肥连锁机构(美博城暑期大促店),15373114362,长安区胜利北大街与光华路交叉口美博城
蜜思美甲美睫半永久,18633865867,桥西区红旗大街西美花街1号公寓605室（爱辣屋啵啵鱼楼上）
逸丝风尚,13315119674/18366066023,桥西区红旗大街与新石北路交叉口西行350米华泰旅馆旁
Lady CiCi 半永久美妆馆,18032229595,裕华区建华南大街万达广场4号公寓（万达广场1号门北侧）
花千树美甲美睫韩式半永久定妆,15003316300,长安区中山东路东胜广场C座中国工商银行旁615室
海之缘全国减肥美容(棕榈湾店),13472132979,近郊石柏南大街棕榈湾南门10-2-304号
金品苗方专业祛痘(西美店),0311-85853560/18730185367,桥西区红旗大街与汇丰路交叉口西行200米路南西美花街（北国超市3号门西行20米）
纱希Saki私人订制Studio,15081415751,长安区北人字街17号蓝拓商务中心1707
丝美造型专业烫染店,18332255117,新乐市中心城区新华路大公园北门对面
LUMI 美甲美睫(空中花园店),13303010915/18033864776,裕华区翟营南大街空中花园洋货负二东大街57号（国美电器前面玻璃通道下到负二层左走）
御珍堂养生减肥连锁机构(新华暑期大促店),13343216404,新华区新华路与友谊大街交口西北角丽景国际
伊靖丽芳经络瘦身养生连锁(维多利亚店),15354116555,裕华区体育南大街与塔南路交叉口东行200米路北维多利亚10-1-2002（南门旁）
Yummy日系美甲美睫皮肤管理,17717787704/13231148473,裕华区富强大街与槐岭路交口槐底村2区南门11号楼
天赐造型,0311-66632779,新华区联盟路与新北新街交叉口北行50米路东（柏林怡园底商）
名媛世家美容养生连锁机构(汇君城店),18032659609/13739798287,新华区田家庄路永辉超市斜对过路北（田家庄南区北门斜对过）
伊丽佳人美容美甲,18032672009,长安区体育北大街保利广场购物中心负一层
莎蔓莉莎美容会所(新百会所),0311-67560817,新华区中山西路275号（中山西路与维明大街交叉口东南角）
水清瑶美发沙龙,0311-85852213,新华区赵陵北路上河原著正门口西行20米（上和原著）
原瑜伽(东胜店),0311-66697818,长安区中山东路508号东胜广场A座2004室
岳灵生发养发(谈固店),0311-89219933,长安区谈固东街与中山东路交口北行50米路东
沐艺造型,13832122682,裕华区建设南大街盛邦花园一区东门
娜家&美甲美睫(滨江优谷店),15003115220,桥西区休门街与民生路交口东南角滨江优谷7楼734
艾甲美甲美睫半永久皮肤管理,18032228008/17736948006,桥西区槐安西路与西里街交口翰林观天下8-2-704（小区口两旁土地二级市场交易中心  绿洲幼儿园）
奈久美甲美睫,13623317223,桥西区海悦天地E座1030
艺韩造型,13833162103/17503220202,桥西区红旗大街祥隆泰对过
丽源美容美体中心,13171800251,新华区品汇广场4B118号
娇诗尼亚减肥瘦身经络理疗中心(梦溪园店),18333198804,桥西区槐安路西二环交口西南梦溪园3号楼1单元1402（时光公园，北国北杜店）
ACE造型,15803539045,近郊北环路
YUJIAN遇见爱美甲美睫皮肤管理,15511863289,桥西区中山东路166号如意大厦2210室
舞王街区街舞流行舞爵士舞新华店,17736910606/17736905044,新华区友谊大街与钟旺路交叉口西行500米路南英华培训楼201室（新华茶城）
百誉丰清颜祛痘全国连锁(北宋店),18830159523/13333383178,长安区瑞城B区5号楼104号商铺2层（瑞城物业对面）
素手美甲,18132015753/13231121082,开发区天山大街学苑路69号东海盛景南苑7-1-2004室（靠近北国超市益新店）
禧尚纹绣工作室,18032789191,长安区中山路勒泰C座2608号
美甲?艾灸馆美甲美睫,15373970616,晋州市北25米街龙头花园西门南行300米路西（海里捞南行50米美甲.艾灸馆内路西）
Y?W亚薇美甲美睫半永久(益庄店),13315117302/15081133661,长安区北二环益庄东柳路都市怡景北门底商四季女装店内
在家美容美生会所,0311-85857567/15369145605,长安区谈固东街与跃进路交口西南角瑞城E2--1--2503号
贝丽丝美甲,15076168374,人民路万家福购物中心东行100米路北
斐丽美容美发生活馆(海悦店),0311-80768500,桥西区中华南大街与工农路西行500米路北1038号底商，缔景城南门西侧
施华蔻美发连锁(西王店),18532174477,桥西区中山西路西王地铁站悦享天地1611（北国西兴）
尚本造型?明星工作室,0311-85113981/18031829997,长安区北国东尚 中山东路青园街 北国优客奥莱 东塔一单元 10楼1001室
薇姐美甲美睫纹绣化妆,13930176027,正定县上洋国际C座2号楼1单元1705（小商品附近）
斐丽美容美发生活馆(斐丽联邦店),0311-87880576,桥西区石家庄桥西区工农路与礼让街交叉口往北，裕西联邦名都一期门口对过
海伦国际高科美肤管理中心,0311-88980518/15031152555,裕华区槐中路与万达步行街交口南行200米路西
东方亦瑛●养●SPA会馆(河北宾馆中茂海悦店),13303045895,裕华区育才街与槐北路交口西南角中茂海悦酒店5楼
OT Hair Salon 烫发染发接发,18510900627,桥西区黎明街万象城公寓D座14楼15a01铺
龙指凤甲美甲(旗舰店),17717781568,长安区新天地商场2楼西南角27 28 29号（北国商场的正门）
伊人美甲美睫店,17778254561,桥西区乐汇城斜对面汉庭酒店楼上22楼2216
CUTIE NAIL日系美甲美睫皮肤管理,15512167225/15613164166,长安区中山东路谈固东胜广场C座1316
韩植美GYGX皮肤管理中心(西美花街店),13273109560/15130189956,桥西区红旗大街西美花街花街巷三楼B326
博美国际美容造型连锁机构,0311-89257800,裕华区建通路与塔南路交口东南角(天山九?对面)
娇诗尼亚经络理疗减肥塑形(星河御城店),15931153193,新华区中华北大街北二环交口西行200米星河御城4-3-2102（康美健身会所）
纤指绣??美业工作室,13102899356/13785202441,长安区胜利大街财富天下（北国益庄）
一禾日式美甲沙龙,15028194676,长安区勒泰中心A座1016
米娜造型(万达广场店),13131199702,裕华区建华大街与槐安路交口万达广场一号大门4号公寓6楼
娇诗尼亚经络减肥瘦身养生(水上公园店),13081009910/13223405143,新华区宏基商城益元百货对过水尚嘉苑二单元803房间
花师傅专业穿耳洞,15612176978,长安区中山东路与建设大街交叉口新天地商场二楼106号铺面
悦然美域瑜伽(红旗店),0311-67565772/15511381311,桥西区槐安路红旗大街交口紫金大厦13楼
菩馨瑜伽,13832318933,新华区市庄路与北新街交口西南角瀚海商务4楼425、426
INS 造型(新百广场店),15511147096/13683019489,新华区民族路华强广场B座13楼1313室（新百广场）
臻品美发沙龙(东胜广场店),17503213690,长安区中山东路东胜广场写字楼C座718室
指尖?晕染原创美甲美睫(勒泰店),18032209988/13315133072,长安区中山东路勒泰中心C座3113室
圣璐瑜伽(金圆店),0311-87035991/18132621518,新华区中华北大街3号金圆大厦B座14楼（近新百广场）
唯尔美美甲,0311-88866697/13930122606,桥西区石家庄市桥西区中山西路96号习三内画博物馆三楼（华润万象城，新百广场）
娇诗尼亚经络理疗减肥中心(塔坛国际店),18533249876/15097991850,桥西区塔通街与塔兴路交叉口塔谈二区谷道天粥屋西侧大门30号楼3单元-303
纤纤玉指,13288718656,长安区翟营大街与建明路交叉口北国超市
素水美妆半永久,17367915535,桥西区红旗大街西美花街2号公寓30楼03室
亲和美媛beauty shop,0311-83076650/18632122032,长安区中山路与大经街交叉口乐汇城3楼惊喜实验室内
三秋兮皮肤管理全国连锁(东胜店),15533936867,长安区东胜广场C座2009室
金妃美甲(家乐福保龙仓店),15383294938/13363830508,桥西区中华南大街家乐福旁
黎姿莎蔓,18931125905,近郊会馆东路中国移动对面
可诺丹婷美颜美体(明珠店),0311-80872521,裕华区翟营大街联邦明珠5F2-1-201室
依恋美甲美睫,15631173333,裕华区槐岭路万达公馆沿街商铺
和造型Unison Styling(古街店),0311-86966272,桥西区河北省石家庄市休门街民生路交叉口南行100米路西印象古街105号（滨江优谷对面古街）
A.C美甲美睫(河北师大店),17333447929,裕华区建设南大街师范大学西门晨辉超市地下直走20米到头淘宝街39号
艺指人生美甲,17732102061/15027402573,裕华区长江大道13号北国超市内（2楼）
桔子造型,15101098957,长安区丰收路与体育北大街交叉口东110米
SkinOnline皮肤管理中心,15711555777/18332207070,长安区中山东路勒泰写字楼A座2011
阿飞造型,18832113533,桥西区中华南大街新石北路西行20米
米可美甲美容工作室,15350580581,裕华区槐安东路室外步行街万达1号公寓1319（万达广场3号门北行50米）
以朵美甲美睫纹绣半永久,17717193617,桥西区红旗大街388号高教集贸市场E区46号
Isabella小港美甲美睫,13302083327,裕华区万达1号公寓2207
安安轻奢皮肤管理中心,17796904883/15176497637,正定县成德北街金河国际公寓E座1011
伊靖丽芳经络调理减肥养生连锁(建华店),18332132381/15803317808,长安区建华大街与北宋路西行300米路南北宋新苑南院6号楼1单元102室
INSI Hair Salon(万达广场店),18503690558,裕华区建华南大街万达广场4号公寓2124
美雕工作室(西美店),17332377919/13473747190,桥西区西美花城B座2103（近西美花街）
悦?指间美甲(先天下广场店),0311-85936567,长安区中山东路326号先天下广场2层
纽约国际美业连锁(天下玉苑店),0311-89171779,桥西区新石北路与中华南大街交口西150米路北
T?C造型,15533967383,新华区民族路华强公寓E座615（华强电子城楼上）（新百广场）
匠臣美发造型,0311-67507838/15832131988,长安区荣达街与石纺路交叉口东南角
UNIQUE Hair优尼客造型(沐久店),15532120961/15203199349,桥西区塔丰路8-102号塔坛国际商贸城10号写字楼对面
Summer夏沫美甲美睫,0311-86327314/19933109831,裕华区槐源路西美五洲大厦斜对面（雅清街与槐源路交口东行100米路南）
三秋兮皮肤管理全国连锁(开发区店),0311-66577216,开发区昆仑大街与湘江道交口东南角天山熙湖3栋1127室
锦艺Hair studio,18633855211,长安区建设北大街华新路口中浩商务南楼15楼15G
潮妆护肤品牌旗舰店,18631141414/15930132756,新华区田家庄街西北汇商场一楼（汇君城）
欧尚潮造型设计(万豪店),0311-83823669,桥西区中华南大街与工农路交口万豪大厦底商
野淇にっぽん日系美甲美睫馆,18133831288/18132622016,桥西区中华南大街华润万象城C座2026
lovefashion爱时尚美甲美睫韩式定妆,18903390371,长安区中山东路嘉和广场3号公寓1222（谈固交通枢纽，东胜广场）
BELLA 贝拉美甲美睫,13722995365/17633118305,藁城区藁城区信誉楼对面北国昌盛新天地高层B座3单元502（德克士正对面高层）
精剪造型(体育大街店),18963080787,裕华区体育大街与塔南路交叉口丽晶园西门底商
3+舞舞蹈工作室,15081121705/13331379939,裕华区塔南路青园街交口西行200米塔南市场对面商业街北行100米玫瑰湾香颂茗苑门口北侧第二家
巴黎春天专业烫染,13933073122,藁城区东城南街广瑞电器东行50米左侧胡同内
C氧美学皮肤管理中心(万达店),15822342946,裕华区万达二号公寓619室
玛莎国际专业接发潮牌(东胜店),18734007338,长安区中山东路东胜广场c座写字楼23楼（近谈固西街）
悠蜜美甲美睫,15383005898,新华区联盟路与文苑街交叉口东行100米路北
Uspa,0311-88886566,桥西区中山东路188号北国商城西扩2楼西南角
尚东国际(中华大街店),13091000658,新华区中华大街与市庄路交口东北角路北
智恩皮肤管理中心,17330077731/13363844395,正定县恒州北街39号现代城对面底商
旧事美甲美睫,15131656626,桥西区休门街与民生路交叉口滨江国际B座712
娇诗尼亚减肥瘦身经络理疗馆(奥北店),15032055881/13780218186,长安区丰收路奥北公元奥北街2期五号楼底商102-2号
茉熙Nail日式美甲美睫半永久(谈固总店),15081152928/15130177926,长安区中山东路嘉和广场3号公寓1906室
贝蒂美容美体SPA会所(勒泰店),0311-86972347,桥西区民生路与休门街西行100米路北
