企业名称,法定代表人,联系电话,企业地址
新乡市高新区华安驾驶员培训中心,陈远航,13939088511,新乡市高新区开发区4号街坊
原阳县顺发修理厂,范彩玲,18339539888,城关镇南干道
新乡市卫滨区工军室内装饰材料经营部,顾月琴,13782536957,光彩市场B07栋1-3层001号
卫辉市李源屯镇林场俊祖门市部,杨俊祖,13462278928,卫辉市李源屯镇东风林场
新乡市红旗区小店镇薪怡超市,赵小燕,15249735154,新乡市红旗区小店镇常村
封丘县潘店镇小勇渔具店,谢恒茂,18749135166,封丘县潘店镇潘店村村东路北
长垣县康达起重设备厂,胡健康,13782562688,长垣县魏庄镇韩了市场
辉县市薄壁镇宏发装饰部,李小光,15225925671,辉县市薄壁镇圪针庄村
新乡市红旗区万盛泉酒业经销部,杨慎武,13137312353,新乡市骆驼湾新村9排3号院南屋前1间
原阳县城关镇亿佳商贸副食批发部,毛嘉,13183111711,原阳县城关镇曹庄
新乡市红旗区捣包烩面馆,李自昌,15936577774,红旗区金穗大道(东)98号福兴国际6号107室
卫辉市工会路小倩餐馆,李会岭,13653900392,卫辉市工会路
获嘉县东环路苗药保健食品店凯旋路中心花园分店,王梦涛,13525050809,获嘉县凯旋路中心花园1号院3楼西户
新乡市红旗区爱洛酒店,盖伟,0373-5277520,人民路翡翠城5号楼11楼1112-1120号房
长垣县毛毛手机店,黄盼,15036645777,长垣县常村镇常村北街
新乡市卫滨区鑫诚养殖场,李艳,0373-5462116,新乡市卫滨区丁固城村村西
新乡市红旗区弘峰通讯商行,鲍娜,13781958485,劳动南路168号西楼北第二间
封丘县绍玉建材销售部,万绍玉,13569800998,封丘县王村乡范庄村
辉县市孟庄镇兴华涂料门市部,杨银玲,0373-6078614,辉县市孟庄镇徐村
获嘉县冯庄镇有势装饰材料门市部,张君敏,18738356562,获嘉县冯庄镇政府向东50米路北
原阳县城关镇伯仲广告材料经营部,周鹏坤,13233803788,原阳县城关镇医药公司院内
卫辉市柳庄乡缘份鞋行,王金水,18738304453,卫辉市柳庄乡柳庄村
辉县市苏门大道福顺五金日杂物资经销部,郭福顺,13782547942,辉县市苏门大道
新乡市凤泉区建蓄午托班,王桂清,13782544730,新乡市凤泉区耿黄乡何屯村六组15排5号
新乡市红旗区音克电子产品经销部,杨远品,15837373233,红旗区平原路宏生数码天城1号楼6层618房间
辉县市翠园街翠园水暖店,杜卫红,13462238658,辉县市翠园街
获嘉县北环路常来饭馆,候建明,15936591529,获嘉县北环路中段路南
长垣县宝真烟酒门市部,李豪,13673529696,长垣县樊相镇谷寨村
获嘉县新华街舒美雅饰品店,李保青,18337362726,获嘉县新华街北段路东
延津县书瑶百货店,吕青风,15037369567,延津县城关崇文街
长垣县美爆服装店,张青霞,15836078226,长垣县恼里镇恼里村和谐路中段路南28号
新乡市卫滨区智高文具经营部,高攀,15249709768,河南省新乡市卫滨区孟姜女路金利来购物中心二楼2093号
延津县开心小屋文具百货店,周小英,13069381856,延津县城关文化路160号
辉县市孟庄镇科伟科技店,董科伟,18568578678,辉县市孟庄镇大蒲水村
辉县市薄壁镇宝鑫电子商城,赵轩,13663907084,辉县市薄壁镇六街村
新乡市红旗区小何热干面店,何战杰,15736957798,红旗区宝龙龙邸8号楼1层102号
获嘉县位庄乡兰波湾美发店,兰理想,13462264388,获嘉县位庄乡陈位庄村
新乡市卫滨区王东川川香烙馍村,王东川,18638170695,河南省新乡市卫滨区人民西路76号
获嘉县南关兴明维修部,王宗云,15333733244,获嘉县南关海绵厂院内
辉县市顺德火焰醉鹅店,胡占梅,15136711483,河南省新乡市辉县市百泉路梅溪馨苑10A105
辉县市常村镇红上红超市,赵全玉,15649634416,辉县市常村镇万桑村
长垣县张五汽车维修中心,王美鸽,13782508555,长垣县蒲西区菜北大街路南
新乡市平原示范区韩董庄镇伟建副食批发部,王伟建,15037398002,新乡市平原示范区韩董庄镇韩董庄村
新乡市牧野区金榜蔬菜批发行,宋金榜,15903898202,新乡市牧野区茹岗蔬菜市场16区1号
长垣县一博小吃店,陈国强,13782553352,长垣县南蒲区阔寨社区C36号商铺
封丘县冯村乡壹元小火锅,王章利,15249701701,封丘县冯村乡冯村
长垣县陈义养殖场,李陈义,13462391512,长垣县常村镇营里村
新乡市红旗区小店镇博鑫电脑经营部,周照杰,15993030291,新乡市红旗区小店镇西闫屯村
辉县市百泉老李烧鸡摊,李庆福,13525084208,辉县市百泉镇百泉村
辉县市百泉春意农副产品收购站,王马妞,13849398378,辉县市百泉路药都院内
卫辉市比干大道纪军装饰材料门市部,王纪军,18749165153,河南省新乡市卫辉市汲水镇比干大道路西九冶院内
获嘉县斜街生喜机械修配部,吕鸣旗,13523862916,河南省获嘉县斜街北段路西
原阳县城关镇大河酒城,董建芳,15516500866,原阳县黄河大道南侧名门世家1号楼
新乡市红旗区小燕女装生活馆,褚艳青,13938761575,新汲路25号楼东2单元1层西户
新乡市红旗区旺家养殖场,李作峰,13523244299,新乡市红旗区小店镇关屯村
获嘉县宋庄液化气供应站,郭全战,13803736126,获嘉县新焦路东段
获嘉县北环路世博家具店,马煕娟,13598623217,获嘉县北环路中段路南
获嘉县亢村镇占云烧饼店,张占云,18738555950,获嘉县亢村镇十字北20米路西
花卉延津县小潭乡周阳,周开阳,15903000794,延津县小潭乡周庄村胜利街9号
辉县市高庄乡珍宝车行,袁珍宝,13837382234,辉县市高庄乡高庄村南头
新乡县古固寨镇华润百货门市部,张伟燕,13937360349,新乡县古固寨镇工业路西
新乡市高新区吉祥家园房产信息部,孙国东,13673518599,开发区23号街坊嘉联橄榄城B5号楼3单元3114室
新乡市卫滨区致胜家园便利店,周丹丹,15639249805,河南省新乡市卫滨区自由路与平原路交叉口向南100米路东
长垣县惠珍副食店,史海宽,18738560186,满村镇吕村寺村
获嘉县健康大道晁记饭店,晁盟,13403733385,获嘉县健康大道西段路南(锦绣花园北门)
新乡市牧野区小平百货店,许小平,15617103389,新乡市牧野区水文队院内
长垣县怀众烟酒副食经销部,李振宇,18303604777,长垣县常村镇李占村
新乡市牧野区荣校路金缘鲜花店,侯瑞红,13782598958,荣校路荣康医院对面
卫辉市比干大道晓玉电脑雕刻门市部,李晓玉,13849384466,卫辉市比干大道南段
辉县市孟庄镇天宠百货商店,宋宗晓,13569826450,孟庄镇孟庄村
新乡市红旗区劳动路莲郡美容院,刘晓梅,13837370778,新乡市红旗区劳动路168号
延津县东环汽修配件,谷宗玲,15617161477,河南省新乡市延津县城关镇东安大道路西
新乡市牧野区盛大糖酒经营部,张式银,13903732648,牧野区前进路中段116号
宏货辉县市前姚村昌,冀小民,13346676889,辉县市前姚村
获嘉县照镜镇西仓村小民饭店,樊在力,13938722994,获嘉县照镜镇西仓村
延津县丰庄镇高敬苗木基地,秦敬才,15090321553,延津县丰庄镇侯屯村
获嘉县大新庄乡喜英食品店,张军,18737322119,获嘉县大新庄乡大新庄村58号
长垣县赵堤保印农资经销部,赵保印,18637314258,赵堤镇西赵堤村西街
新乡市牧野区医欣卡尔美容美发店,梁雨欣,18638301290,牧野区东风路康桥名苑1号楼3单元1层3104号
辉县市南寨镇俊秀中药材收购部,左俊秀,13569406404,南寨村
卫辉市建设路合源餐馆,母有林,13598733787,卫辉市建设路中段
原阳县城关镇陈银灼水暖材料销售部,陈银灼,13707656733,原阳县城关镇惠民街
新乡市卫滨区明泽副食品经营部,李海龙,18738576058,新盾嘉苑商铺南段1单元1层109号
长垣县宏泰制衣厂,张艳香,13027550508,长垣县芦岗乡程庄村
长垣县捷亿起重配件销售处,李敬超,18240692222,长垣县魏庄办事处豫中集团南100米路东
南农辉县市城,胡玉臣,15670431401,辉县市城南农贸市场
获嘉县凯旋路振泓副食品部,李燕玲,18238777686,获嘉县凯旋路*
辉县市共和路广为数码产品经销部,冯建广,13069358825,河南省新乡市辉县市共和路中段路西体育场对过
新乡市红旗区洪门新万家超市,陈言言,13673512326,红旗区宝龙城市广场A区2-1号楼1单元104
新乡市红旗区思繁平面艺术设计工作室,孟凡丽,13700738222,新乡市红旗区洪门五普大院
新乡市红旗区老乡套餐,刘永杰,18738577734,红旗区东明路东明商厦
新乡市牧野区真诚游戏厅,郝好飞,15516551116,牧野区维多利亚城沿河商业房105号
新乡市牧野区朱兰英水产批发部,朱兰英,18738377536,北环水产大世界2区8号
延津县位邱乡志勇火锅店,齐志勇,15993048418,延津县魏邱乡齐村
获嘉县亢村镇彩风香油加工坊,陈彩风,13017546343,获嘉县亢村镇亢北村十字西50米路北。
辉县市孟庄镇通达汽贸行,李智轩,18338956564,辉县市孟庄镇烟墩村
新乡市红旗区小店镇存枝家电经营部,刘存枝,13462266236,红旗区小店镇关屯村
长垣县伟利副食门市部,赵利杰,15137313735,长垣县赵堤镇北街66号
获嘉县位庄乡苏章营大少批发部,郑小宇,13043739370,获嘉县位庄乡苏章营村东
获嘉县大新庄乡郭庄村礼田百货商店,郭礼田,0373-4521589,获嘉县大新庄乡郭庄村
新乡市卫滨区重信汽车配件经销部,陈艳玲,18625937173,解放大道121号糖业烟酒有限责任公司院内
获嘉县史庄镇大清村小艳食品门市部,梁艳艳,15836017523,获嘉县史庄镇大清村东街
新乡市红旗区恒发车行,冯其勇,13803800255,西大街92号-3号楼地上一层
辉县市沙窑乡万仙山景区双勤庭院,鲁勤山,13569419316,沙窑乡南坪村
辉县市南村镇双凤皮鞋店,陈荣香,13462286463,辉县市南村镇楼村
获嘉县史庄镇大清村战云理发店,陈战云,15560228316,河南省获嘉县史庄镇大清村*
新乡市牧野区鑫阳装饰部,曹保阳,18336074888,古龙装饰材料大世界油漆一条街29-31号二楼
辉县市共和路骨里香熟食城,方海青,13569416960,辉县市文昌大道
新乡市北干道万通货运信息部,武栓红,13782586082,新乡市西干道小里村口南20米路东
新乡市卫滨区蓓尔鞋业批发部,刘登贵,13839061378,卫滨区自由路四季青A座负一层中央大道23号（F-133号）
新乡市牧野区和平路蓝天广告制作部,路兰金,13925858188,牧野区和平路维多利亚城9号楼2407室
长垣县晟杰起重配件经销部,田鑫,18749167711,长垣县长恼路东侧纬二路南侧
辉县市时代广场咔布女装店,崔新玲,15903737186,辉县市时代广场淘宝街
辉县市北云门镇亚军卤肉店,王亚军,13781946483,辉县市北云门镇后卓水村
获嘉县冯庄镇新兴建材门市部,赵志亮,15136736779,获嘉县冯庄镇冯庄村
新乡市牧野区真心装饰材料经营部,申达,18695922294,牛村建材市场东排34号
辉县市百泉家友百货商店,段德川,15236623896,辉县市亿源龙城门口
辉县市吴村镇出水芙蓉日用品店,甘建琼,18738333647,辉县市吴村镇三街村
新乡市豫北机电胶粘剂中心,王松申,0373-2077828,牧野区北干道266号
新乡市平原示范区原武镇书立超市,徐书立,15036166008,新乡市平原示范区原武镇西徐庄村
新乡县七里营镇保芹波司登服装店,杜保芹,13569440469,新乡县七里营镇东地
卫辉市顿坊店乡文静文化账表经营部,袁永静,15136732794,卫辉市顿坊店乡顿坊店村
新乡县小冀镇伊芙嘉女装经营部,王艳利,13598686181,新乡县小冀镇冀中路399号
辉县市共城大道新保国际形象设计店,马新保,0373-6998000,河南省新乡市辉县市共城大道中段路北
长垣县腾达电脑经销部,韩领龙,0373-8813167,长垣县蒲东区长城商贸城中区31号
辉县市赵固二矿洪杰联通专营店,王洪杰,15560238333,辉县市赵固二矿
长垣县耐克森轮胎经销部,郝凯,13283733258,长垣县蒲东区城大路路东119号
新乡县朗公庙镇勇斌木器经销处,张德国,13937373165,新乡县朗公庙镇北街
封丘县陈固镇紫罗兰布艺家纺,赵思伟,15893866548,封丘县陈固镇陈固村
延津县西街鑫宏达科技,荆红涛,13233847895,延津县健康路南段
获嘉县文化路美好居百货店,赵永梅,13262198822,河南省获嘉县文化路北段路西
新乡市卫滨区经典化妆品经营部,尚德海,13781995085,胜利街616号金色家园12号楼113室
获嘉县大新庄乡新达建筑设备租赁站,王新德,13073702987,河南省新乡市获嘉县大新庄乡帅庄村
长垣县老聂粮食购销部,聂有增,13598682298,长垣县樊相镇留连社区
封丘县路宝电动车行,刘芳芳,13937328398,县城黄池路中段路西
新乡市万福来沙发加工厂,宋贤月,13837231063,原阳县韩董庄镇焦庵村
获嘉县凯旋路中心花园百汇食品超市,杜道记,18238678885,获嘉县凯旋路中心花园广场东边
获嘉县新世纪商业广场明亮西式快餐店,张明亮,15560113115,获嘉县新世纪商业广场
新乡市牧野区胜鑫五交化批发部,王义芳,13017609138,前进路与和平路丁字口西北处河南古龙五金灯饰有限公司3#楼1号、2号、3号
新乡市牧野区长征通讯,张玉巧,18749105425,牧野区牧野路与东风路交叉口北100米路西
新乡市红旗区好时光精品店,王雨迪,15736925839,红旗区洪门大学城市场
长垣县友谊服饰广场,管秉富,18502953171,长垣县孟岗镇孟岗村
长垣县丁哲造型理发店,丁哲,18337355552,长垣县蒲东区东关工业路（原文明路家具厂家属院）南段路东
辉县市如意巷宏大家电维修部,张海生,15836167772,辉县市如意巷
