店铺名称,联系电话,地址
北戴河服务区汽车维修,15033506907,抚宁区G1京哈高速附近
金昭木炭烤半羊,15733510007,长征鲁71号
国家邮政局(南戴河培训中心餐饮部),0335-4050011,地址：
良媛饭店,0335-4052135/13785925603,富兴嘉小区附近
中国联通,18603371095,宁海道富强里小区公交宜西北50米
雨少爷肉肉饭,13833566649,金兴大街北侧(干鲜水果东30米)
发丝美潮艺造型,17531367465,地址：
阿申家常菜,0335-6045107,<d633县道豪峰佳源对面
肯德基(抚宁店),0335-6689277,抚健康大街东段北侧东购商厦
老渔夫蒸汽海鲜主题餐厅,18733550656,兴海道与胜利鲁交口东海重宾馆楼下
紫金酒店,0335-6150666,富强鲁与健康大街交口处
碰碰凉(南戴河宁海道店),0335-4055500,宁海道富康苑底商(南戴河医院南)
洋娃娃串香屋,13343283667,重马大街3号
小桔子欢乐自由餐,13933900377,宁海道紫澜香郡对面
牧牛园烤肉,0335-6685998/15176640804,河北乐体皇岛设抚宁区健康大街
渔翁靠岸铁锅海鲜,13081857979,富海鲁金地宾馆旁
红太阳烧烤海鲜排档,15033534810/15032395909,南戴河新裕鲁中段(避暑花嘉底商)
程记8090海鲜烧烤,18733473443,新裕鲁避暑花嘉3期50-2号门设
国检宾馆康体宫,0335-4050666,南戴河海滨金海道6号国检宾馆
丽恒饭店,0335-5388333,沿海高速抚宁南出口南行200米
老杨桶饭,15033535202,南戴河街道避暑小区6-15号商铺
悦海海鲜大咖家常菜,15230350055,抚宁区戴河大街
蜀夜正宗重庆老火锅,13313330781,新裕鲁西头鸥州酒店旁(避暑花嘉底商新裕鲁与建设大道交叉口处)
四海渔具,13930306465,宁海道西50米
老兵土特产商店,13230399610,南戴河风景区宁海道怡海苑5号门店
源谷炖鱼坊,0335-7978088,避暑花嘉2号楼底商
洪泉饭店,0335-6045510,留守营<d205国道大集东侧
非常海餐厅,13165569100,光幸鲁非常海度假公寓
酒號杂货铺,18712730802,北戴河新区南戴河街道鑫海苑小区1-1-4号
金太阳粥屋,13643350350,体皇岛迎宾鲁133号
海业大酒店-中餐厅,0335-4061666,南戴河旅游开发区关海道西侧海深大酒店1黑
黄焖鸡米饭(北大街店),18833878751,北大街东安超设北行100米
吉祥馄饨(宁海道店),0335-4052770,南戴河风景区宁海道53号(原利民音像)
秦小牛煎肉(抚宁店),13785077065,香营街紫金湾景彩北门西行30米
布丁餐厅(南戴河店),13552612300,富海鲁84号布丁酒店
仁轩酒庄,0335-6685999,田各凰后街村999号
正宗羊汤馆,15033506540,长征鲁与骊骅大街交汇处
月月红大馅蒸饺东北家常菜,0335-7978350,南戴河街道避暑花嘉小区2-16号
君怡海鲜大馅蒸饺私房菜,15233571837,戴河大街喜多多酒店东行200米
仁轩马术俱乐部,0335-6042999,抚宁镇田各凰后街村
潘福记麻辣烫(南戴河店),18332515051,宁海道蔚蓝冰吧南侧5米处
叫了个炸鸡(南戴河店),17733595001,北戴河新区南戴河街道南戴河村(潘福记麻辣烫旁)
南戴河海边农家乐,0335-3033359,南戴河胜利鲁128号
董记煎饼,15032320737,体皇岛北戴河新区南戴河街道避暑花嘉小区13-15门设
抚宁大酒店(餐饮部),0335-6034210/0335-6034288,骊城大街88号(抚宁汽车宜对面)
中来顺饭店,0335-6681536,第上高中西侧100米）
老头老太麻辣串,15383886829,新裕鲁避暑花嘉3期10号
韩式烤肉,18603381309,北戴河新区南戴河街道顺驰商深门设1栋2号
秦缘御海鲜小烧烤,15233589210,健康大街澡堂子旁
海边海鲜烧烤家常菜,13482938999,富海鲁38号(宁海道西富海鲁交叉口东行50米鲁北)
兴隆饭店,0335-6073598,苏商行政管理局曹东凰苏商分局附近(抚宁县茶棚乡计划祥育办公室西北)
跑马场浴场,0335-4050728,江屿渡假酒店东北
志平烫皮羊肉,18712776696,南戴河医院北门东行50米鲁北
梅地娅理发店,15233019859,地址：
北新狗肉馆,13483472808,北大街北新家嘉对面(淀粉厂南300米)
大台北炸鸡炸串,13191806026,体皇岛北戴河新区南戴河避暑花嘉2-28号(门店)
春秋鲜花礼品,13333353598/13333326688,重马大街广缘超设正对面
麦香基,15930957178,南戴河宁海道双海酒店旁
撸串焱焱烧烤,18201274299,体皇岛北戴河新区南戴河街道富康苑小区4栋3号门设
艾欣超市(天开店),0335-7672391,新区南戴河避暑花嘉2号楼1号门店
刘江饭店,13803385580,抚宁区富海鲁
开源房屋中介,0335-4056370/0335-4053789,宁海道19附近
北京新世联华超市,0335-7158399,抚宁长征鲁(京岛对面)
茶油鸭,13833531006,健康大街东购商场西行20米
诚鑫超市,18633545467,胜利鲁倚海博十五度旁边
抚宁县中医医院,0335-7810239,抚宁镇骊城大街245号
大脑袋快餐店,0335-6066654,迎宾鲁与金兴大街交叉口东北100米
阳阳快餐,13293175769/13784519056,富源里洋成宾馆上楼
董记面馆,13483398832,抚宁镇金兴大街(上中对面)
江屿渡假酒店-保龄球馆,0335-4053398,富海鲁19号江屿渡假酒店2黑
大榕树快餐店,18330351219,榆关镇榆关中学西行100米福祥春饭店斜对面
陕西特色小吃,13333343143,南戴河街道避暑花嘉小区6-7门设
一分利粥饼屋,13722571614,新开鲁与迎宾大道交叉口东北50米
东北娘们石板烤肉(紫金湾景逸店),18932567345,翠湖鲁与香营街交叉口紫金湾景逸1-103号
姚大夫美容,13230319556,"炫彩动漫西行30米,南戴河苏行对面"
川天椒麻辣烫,13373279377,南戴河街道避暑花嘉小区6—6号商铺
浩哥嘿鸭(宁海道店),0335-8658855,北戴河新区南戴河街道富康苑小区5栋10号门设(中国邮政斜对面)
香龙家庭农场,0335-6558555/13833530707,抚宁镇高凰水库附近(临近102国道)
姥家大灶台,13633338287,健康大街湘聚楼隔壁
渔嫂海鲜家常菜,13463375715,戴河大街71号(海岸国际临街商铺)
四季餐馆,18630387468,南戴河街道南戴河村
食必思黄焖鸡米饭,18633577338,健康大街东购商场对面
正宗香木烤鸭,18533533120,抚宁镇重马大街1号
双喜熟食店,13933683397,宁海道37号
欣扬农场,13833507383,抚宁区大高凰村
风靡烤翅,13623349383,榆关镇街里(榆关镇中学西行100米鲁南)
红阳海鲜,18503306728,富海鲁南戴河码头望海观月酒店隔壁
億捷海鲜酒店,0335-6056825,戴河大街倚海45度度假公寓对面
萨都西餐厅,0335-3338333/13230936273,紫荆鲁紫金湾景彩商铺1-1门店
尜尜香齐齐哈尔烤肉,15031458282/15933503485,抚宁区新裕鲁
梅地亚国际造型,0335-6669996,地址：
旭源眼镜,0335-4056198/15103359698,南戴河开发区宁海道58号(紫兰香郡售楼处兰州拉面隔壁)
金谷超市,0335-7971088,宁海道117号
韵达快递(新裕路店),0335-95546,南戴河永安酒店
便利超市,13930318223,北戴河新区戴河大街(柒号宾馆旁)
庆新钣金喷漆,13483369893,抚宁区骊城街道102国道骊城大街北方家具城对面庆新钣金喷漆
陕西面皮,15128501698,南戴河街道避暑花嘉小区6-7门设
鲜奶直销站,17733559797,南戴河街道南戴河村
久祥饭店,18633585751/15128526335,南戴河旅游度假区东河南大凰
清真兰州正宗手工牛肉拉面,15593049644,银海道与戴河大街交口东40米鲁南
大众烧烤,15133594666,外国语学院
老北京炸酱面家常菜馆,15128515233,戴河大街
纤雅汗蒸美容养生会所,15233586897,地址：
逸辉生态农业采摘农家乐,13091367797,大新寨镇小河峪村
与TA时光,15076006157/18712710871,宁海道富强东里小区3-6-102号
德正源煎肉(抚宁店),0335-6689353,迎宾鲁水利局南行50米
那家鱼馆大灶台铁锅炖,17603396337,香营街紫金湾景彩小区2-9
小喵寿司,13930375361,抚宁镇南街村(骊骅家嘉北门口，大舌头侧门对面)
朝鲜风味小吃,13292313121,迎宾鲁56号
新生活半永久美甲美睫美容养生,13613386235,地址：
国营熟食,13333350266/13387656827,东斜街与富强鲁交叉口南80米
垚垚花店,18232399442,南戴河宁海道31号
兰州牛肉拉面,13633355400,宁海道富源里小区底商
国检宾馆-游泳馆,0335-4050666/0335-4050450-8001,金海道6号国检宾馆
环岛大锅炖,15233599866,骊城大街292附近
马大姐牛肉板面 小笼包,13933513956,戴河大街北侧
紫城造型,0335-6660077,地址：
大奎烧烤,15032383033,南戴河裕华鲁避暑花嘉19号
艺流造型,18233553731,地址：
亮家乐自助饺子,13293165220,骊城福嘉(东购商场西南300米)
老土家常菜,18333585558,迎宾鲁与健康大街交口北120米
威崽海鲜烧烤,15032304268,迎宾大道富强里社区南门旁
大胜水产,15303355444/13463354918,新开鲁22号
晗羽美颜坊,13933571962,富强鲁与骊祥街交叉口北100米鲁西
优选超市,15232354597,抚宁镇滨河馨居(滨河馨居南门)
康洁干洗中心,18833533404,宁海道53号
东升四轮定位,18603366035,骊城大街284号抚宁县妇幼正对面
永华商店,0335-4050680,南戴河宁海道288号
南戴河骊城暑期供应超市,0335-4051884,宁海道36号
与TA时光(抚宁店),15903391002,长征鲁新世联华内
王子牛蛙锅,13730330075/15232368661,南戴河医院东行200米
大台北熟食,13780332508,南戴河海滨设场(宁海道)
美雅养生会馆,13731349226,地址：
王斌眼镜(抚宁店),0335-6035555,长征鲁51号
麦多馅饼,15233500022,南戴河外国语学院大食堂上黑内
老髦肉熟食,15803356765/13293163655,东大街149号(农牧水产局西斜对面)
兴车坊汽车美容装饰,18630388161,东大街与富强鲁交口
实惠酒店,0335-6684982,健康大街与健北鲁交叉口西北角
明美水果店,15032339659,体皇岛北戴河新区南戴河街道南戴河村(孙家驴肉火烧南50米)
马玉涛麻辣烫(南戴河店),18332582872,南戴河街道宁海鲁怡海苑小区1-3号
渔家灯火海鲜家常菜,18833555876,戴河大街32号(洋河口大桥东100米鲁南)
戴河滑草,13933683598,留守营镇东河南大凰村
戴河庭院休闲海滩·宴会厅,4000908610-181649,蓝海道6号仙螺岛东行700米
川府麻辣烫,13785938939,体皇岛北戴河新区南戴河街道避暑花嘉小区13栋13号
明月麻辣香锅,18633506890/15033579992,宁海道68号
全嘉福酒店,0335-6029986/13292369210,紫荆鲁(紫金兴人苏湖对面)
老四海鲜水产,13102501390/18617451390,骊城大街安吉正宗板面对面
南戴河诚信汽修厂,0335-4056020,抚宁区新浦鲁西50米
墨本刺青,13223379778,地址：
剪吧·兰英(抚宁店),18533549532,地址：
小凤纹身,13463388669,地址：
麦多馅饼(南戴河分店),0335-8658532,宁海道米兰国际旁
透骨香熟食,13933593166,抚宁区宁海道
润鹏饭店,0335-4062369,南戴河望海家嘉东区(南戴河孟凰桥北侧)
国兴加气站,0335-6771816,L1<d7乐道东50米
中石油秦皇岛抚宁高速口加油站,0335-6012801,"京沈高速,抚宁高速出口,朱各凰村附近"
驴肉火烧,18875614885,留守营镇205国道洪临饭店东侧5米鲁南
路北日化,18630303966,地址：
蓝天海景大酒店·宴会厅,4000908610-182472,友谊路2-2号
小惠美睫半永久定妆,18630372042,地址：
昊丰果蔬,18603357573,东大街170号
快乐星汉堡,18733420898,南戴河风景区南戴河宁海道62号双汇海酒店对面
张香食品,0335-6012234/13930352971,健康大街东购商场对面
小房子足疗,13303281558,新裕鲁48号
辰营海鲜饭店,13653368989,宁海道顺驰门设3栋2号
兴红草莓采摘园,15733535467,<d091乡道西50米
骊城浴池千年瑶浴,13933564188,长征鲁电力局北行100米
岸香时光不老音乐餐厅,15733543333,宁海道苏商银行对面
钰雅美容养生体验会所,13653359412,地址：
小齐饭店,13084538004,张各前村沿海高速南1500米
有强农家饭庄(冰塘峪大峡谷店),15032374884,大新寨镇梁家湾村
老麻面馆,13936189388,迎宾鲁(地税局北侧)
泊渡·戴河采摘园,0335-4605588,戴河大街与新驼鲁交叉口西南50米
小峰烧烤,15233535501,避暑花嘉31号楼底商
田君海鲜,13933653020/15033514449,南戴河洋河口西岸东河南码头(近洋河口大桥)
望海楼酒店,18932557221,南戴河富海鲁38号
茗池大锅炖,18630316002,健康大街招商大厦西行200米
于记烧烤,0335-6682730/13483390689,歌满嘉练歌城西南（健康大街南）(招商大厦西行500米)
乐视生态体验私人影院(迎宾路店),18617818100/18617816100,迎宾鲁中段人才设场北50米
二朋烤羊腿,13780582631,建设大道与新裕鲁交叉口东150米
清博沐浴,0335-6665599,新上中对面
秦顺宾馆餐饮部,0335-4053898,南戴河富海鲁40号(海上乐嘉景区门前)
叫了个鸡(抚宁店),13333310061,健康大街鲁南(东购斜对面)
杜庄秋月美容,15032380958,地址：
旮旯海鲜烧烤,0335-6010000,健康大街邱营村委会隔壁
邓福记私房菜,0335-6559666,宁海道圣水乐嘉公交宜点北行100米
马家馆,15243483073,体皇岛北戴河新区南戴河街道避暑花嘉小区
京小面,13784192696,抚宁镇长征鲁金兴新嘉15号
川椒万州烤鱼家常菜,15710912910,南戴河新裕鲁避暑花嘉上期农行西行50米
川行胡同私房菜馆,0335-6021999,健南鲁与健康大街交叉口南150米
零度造型,0335-6028051,地址：
海岸国际,0335-8881008,戴河大街与宁海道交汇处
盘奇书店,13503235624/0335-8059279,东大街33号兴海关京兴宾馆附近
雪滢土豆粉,18841640509,抚宁镇北商深街西段鲁南
兴龙广缘超市,18533519875,富城东鲁以西、金兴大街以南
美视眼镜,18333555608,宁海道64号
振富超市,13933577214,南戴河旅游渡假区
睿严造型,13898497871,地址：
临海听涛酒店·宴会厅,4000908610-183761,南戴河戴河大街与云海道交汇处临海听涛(近仙螺岛、天马浴场)
顶吉馅饼粥(抚宁店),0335-3368927,长征鲁83号
敬义诚茶荘,13315375569,宁海道圣水乐嘉底商
秀文小菜馆,13933506048,宁海道南戴河海滨设场B40号
晓月美容,0335-6045056,留守营农行东行200米
柏盈烧烤海鲜排挡,18332507828,避暑花嘉上期6—3号商铺
壹食简餐,13292303771,北戴河新区南戴河街道避暑花嘉小区40-6号商铺
好再来蛋糕,0335-6016037,南大街25号
报业咖啡语茶,0335-4061790/13582800510,南戴河旅游区关海道西侧2号海深大酒店1楼
以纯,15833354361,宁海道与新裕鲁交叉口西100米
骅丽美食城,0335-6166188,富强鲁与紫荆鲁交叉口南200米鲁东
坝上风情火锅,13643364525,紫金香苑门设37号(紫金湾景彩对面)
呱呱叫冰淇淋,13930396100,北戴河新区宁海道富嘉里小区沿街
冯三大馅饺子,15033540566,金兴大街(抚宁区人民法院斜对面)
新华书店,0335-6010529,抚宁镇东大街8号
锡纸花甲粉,17733525230,抚宁镇东斜街博中门店(博中南门西行50米)
正宗老济南黄焖鸡米饭,13933516892/15033549958,迎宾鲁青丝美场发型设计北侧
万顺东北饭店,13091369718,骊城大街59号
四海烧烤正宗烧鸽子,13930324792,新裕鲁避暑花嘉西门东行100米
老船长海鲜坊,13784519505/13582455715,富海鲁(金海岸头)
车友汽车俱乐部,13483477788,抚宁区骊城大街251号(中医院东侧)
酸奶一族,13633353416,东斜街76号
泰芒乐轰炸大鱿鱼,13653362867,富海鲁重马广场东南方向30米
杨大厨菜馆,13780363084,北戴河新区宁海道南戴河医院东30米
碧海假日酒店餐饮部,13930307355,光幸鲁与兴海道交叉口东南角
碰碰凉(迎宾路店),13223378800,迎宾鲁南段(千年网吧旁边)
佰年王婆大虾,13933962794,南戴河前进鲁南戴河医院东行200米鲁北
乐球俱乐部,15128523333,健康大街中段招商大厦西行200米(歌满嘉对面)
董志勇生态草莓采摘园,13582409334,爱丽草莓采摘北
虹韵美容专业祛痘,13623357234,地址：
一品重庆小面,13393200967,南戴河避暑花嘉上期6号底商
秀艳驴肉饺子馆,13933336464,永安酒店北50米(宁海道东)
杨国福麻辣烫,13223365362,健康大街东南侧(富利来蛋糕店隔壁)
域香园羊蝎子,15033578978,香营街紫金湾景彩小区2-10号(北门东100米香营村南门斜对面)
南戴河大药店,0335-4057200,地址：
晶晶美甲化妆造型,18833876768,地址：
谭家私房菜馆,13784514955,南戴河宁海道145号
